ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
336,simple,327,Definer Eyeliner 256 Brush,1,0,visible,Make Up For Ever,"Flat, extra-thin eyeliner brush A stiff, very short brush. This shape is rarely seen, but is perfect for the lash line. With its comfortable application, it allows easy placing of the color with precision. Very useful for â€œdoe-eyesâ€.",,,taxable,,1,,,0,0,,,,,1,,89,223,Uncategorized,,,,,,,,,,,,0
337,simple,328,Double-Ended Angled Eyebrow and Eyelash 274 Brush,1,0,visible,Make Up For Ever,"Short and firm angled brush and spiral brush A two-in-one for lashes and eyebrows: brush and â€œspiral brushâ€. A practical, consumer tool. Type of fibers: straight. Recommended textures: Cream and compact powder.",,,taxable,,1,,,0,0,,,,,1,,242,119,Uncategorized,,,,,,,,,,,,0
338,simple,329,Double-Ended Shader & Smudger 204 Brush,1,0,visible,Make Up For Ever,"Double-ended shader and smudger brush, one side with a short, rounded and tapered brush and the other with a rounded and tapered tip sponge applicator. Two different ends for perfect eye make-up in one stroke. On one side there is a brush and on the other a sponge applicator. Type of fibers: straight Recommended textures: Cream, pencil, liquid, compact powder",,,taxable,,1,,,0,0,,,,,1,,208,228,Uncategorized,,,,,,,,,,,,0
339,simple,330,Double-Head Eyelash Comb 276 Brush,1,0,visible,Make Up For Ever,"Double-head eyebrow brush and eyelash comb A metal comb and brush, a rigid tool that is perfect for separating lashes and removing excess mascara. The eyebrow brush side gives a very natural defined look. Type of fibers: straight.",,,taxable,,1,,,0,0,,,,,1,,150,89,Uncategorized,,,,,,,,,,,,0
340,simple,331,Extra Fine Eyeliner 250 Brush,1,0,visible,Make Up For Ever,"Extra fine and firm brush. A shorter, straight brush with more precision for greater application control. Ideal for cream textures and liquids. A clear, dense stroke for perfect lash lines in a few seconds. Type of fibers: straight. Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,239,54,Uncategorized,,,,,,,,,,,,0
341,simple,332,Eye Brow 9N Brush,1,0,visible,Make Up For Ever,"What it is: An angled, nylon-bristle brush for eyebrows. What it does: Eyebrow Brush #9N allows for precise application of eyebrow gels and powders. Its density and size are ideal for applying product in between eyebrow hairs while its firm, angled tip creates natural-looking strokes. What else you need to know: Ideal for applying Waterproof Eyebrow Corrector.",,,taxable,,1,,,0,0,,,,,1,,168,92,Uncategorized,,,,,,,,,,,,0
342,simple,333,Eye Fan 200 Brush,1,0,visible,Make Up For Ever,Small fan brush. A fan shape that gives a sweeping effect for the eyes. A tool that meets the needs of cinema make-up artists to dust off excess powder from the cheekbones and under the eyes in a flash. Type of fibers: straight Recommended textures: Loose and compact powders.,,,taxable,,1,,,0,0,,,,,1,,92,189,Uncategorized,,,,,,,,,,,,0
343,simple,334,Eye Shadow #17S Brush,1,0,visible,Make Up For Ever,"What it is: A natural, long hair brush used for light application and subtle highlights. What it does: The long, soft bristles of Eye Shadow Brush #17S lightly blend product into the eye lid. It is ideal for the gentle application of loose powders that brighten the eye.",,,taxable,,1,,,0,0,,,,,1,,74,32,Uncategorized,,,,,,,,,,,,0
344,simple,335,Eye Shadow #5N Brush,1,0,visible,Make Up For Ever,"What it is: A nylon brush used for precise application and controlled blending. What it does: The nylon bristles of Eye Shadow Brush #5N allow for a firm, detailed application. The size of the brush is ideal for blending in small areas.",,,taxable,,1,,,0,0,,,,,1,,81,216,Uncategorized,,,,,,,,,,,,0
345,simple,336,Eye Shadow #6N Brush,1,0,visible,Make Up For Ever,"What it is: A nylon brush designed for quick, even application over the entire eye lid. What it does: The long, thick bristles of Eye Shadow Brush #6N allow for product to be applied on the entire eyelid quickly. Its rounded edge helps with precision along the lash line. What else you need to know: Ideal brush to apply Aqua Cream.",,,taxable,,1,,,0,0,,,,,1,,204,46,Uncategorized,,,,,,,,,,,,0
346,simple,337,Eye Shadow 10S Brush,1,0,visible,Make Up For Ever,"What it is: A natural-hair brush for eye shadow application across the entire eyelid. What it does: Eye Shadow Brush #10S is the perfect size and shape for quickly and precisely applying all types of eye shadows. Its flat, rounded bristles allow for a completely smooth and even application.",,,taxable,,1,,,0,0,,,,,1,,100,166,Uncategorized,,,,,,,,,,,,0
347,simple,338,Eye Shadow 18S Brush,1,0,visible,Make Up For Ever,What it is: A slanted brush ideal for applying and blending eye shadows into the crease. What it does: Crease Brush #18S is uniquely shaped for perfect shadow placement on all eye shapes and sizes. Its angled bristles quickly apply color to the crease of the eye while its beveled edges allow for effortless blending.,,,taxable,,1,,,0,0,,,,,1,,196,210,Uncategorized,,,,,,,,,,,,0
348,simple,339,Eyebrow Brush,1,0,visible,Make Up For Ever,"What it is: A finely angled brush for filling in and contouring eyebrows. What it does: By dipping this angled brush into your favorite brow powder, you can fill in sparse brows and create shape and thickness where it is lacking with just a couple, simple strokes. Dip into the brow powder or powdered eye shadow that's one shade lighter than your natural brow shade. Tap off the excess and apply with upward strokes until the desired shape is achieved.",,,taxable,,1,,,0,0,,,,,1,,106,193,Uncategorized,,,,,,,,,,,,0
349,simple,340,Eyelash 272 Brush,1,0,visible,Make Up For Ever,Spiral brush A spiral brush to separate the eyelashes or eyebrows.,,,taxable,,1,,,0,0,,,,,1,,82,138,Uncategorized,,,,,,,,,,,,0
350,simple,341,Eyeliner #2S Brush,1,0,visible,Make Up For Ever,What it is: A sable-haired brush ideal for precision and fine detail. What it does: Eye Liner Brush #2S has a flat tip that allows for ultra-precise application. Its small size and rounded shape make it the perfect smudge tool for creating a smoky effect.,,,taxable,,1,,,0,0,,,,,1,,136,180,Uncategorized,,,,,,,,,,,,0
351,simple,342,Eyeliner 254 Brush,1,0,visible,Make Up For Ever,"Long and dense eyeliner brush A thicker version of the 252, this brush also produces a thicker line to create doe-eye eyeliner effects. Type of fibers: straight. Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,184,92,Uncategorized,,,,,,,,,,,,0
352,simple,343,Fine Eyeliner 252 Brush,1,0,visible,Make Up For Ever,"Long and fine brush A stiff brush which is longer and less firm than the 250, perfect for liquid make-up. Type of fibers: straight. Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,153,101,Uncategorized,,,,,,,,,,,,0
353,simple,344,Precision Blender Large 236 Brush,1,0,visible,Make Up For Ever,"Large rounded and dense brush A supple brush for everyone to use. It is round, soft and firm; when using it, it is impossible to go wrong with eyeshadow application Type of fibers: wavy Recommended textures: Eye Shadow, Aqua Cream.",,,taxable,,1,,,0,0,,,,,1,,248,231,Uncategorized,,,,,,,,,,,,0
354,simple,345,Precision Blender Medium 216 Brush,1,0,visible,Make Up For Ever,"Medium rounded and dense brush This has the same contours as the 212, but is rounder and easier to use. Also â€œbananaâ€ brush. Type of fibers: straight Recommended textures: Cream, loose and compact powders",,,taxable,,1,,,0,0,,,,,1,,205,76,Uncategorized,,,,,,,,,,,,0
355,simple,346,Precision Crease Medium 232 Brush,1,0,visible,Make Up For Ever,"Long, thin and tapered pointy tip brush An elegant â€œcalligraphyâ€ brush for Aquarelles. A painterâ€™s tool, more for artistic use. When used it gives the impression of painting on a canvas. Type of fibers: straight Recommended textures: Cream, liquid, loose and compact powders",,,taxable,,1,,,0,0,,,,,1,,157,73,Uncategorized,,,,,,,,,,,,0
356,simple,347,Precision Eyeliner 258 Brush,1,0,visible,Make Up For Ever,"Small, flat and firm brush A mini paddle brush for use with shadow and blush for a new approach to liner make-up in â€œpencilingâ€ style. This kind of brush draws a fine and precise line and is used sideways. Type of fibers: straight. Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,249,36,Uncategorized,,,,,,,,,,,,0
357,simple,348,Precision Shader Large 244 Brush,1,0,visible,Make Up For Ever,"Large flat brush This pro and consumer market paddle brush is thicker and multi-purpose; it is perfect for large tinted areas on the upper eyelid. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,120,49,Uncategorized,,,,,,,,,,,,0
358,simple,349,Precision Shader Medium 228 Brush,1,0,visible,Make Up For Ever,"Medium, dense and round-shaped brush A basic rounded shape that is larger, with no sharp angles. A product for everyone, very comfortable to use. This is also useful for the eyebrow arch. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,242,194,Uncategorized,,,,,,,,,,,,0
359,simple,350,Precision Shader Small 208 Brush,1,0,visible,Make Up For Ever,"Small, flat and tapered brush. Small classic for shading, featuring a short paddle brush. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,198,117,Uncategorized,,,,,,,,,,,,0
360,simple,351,Precision Smudger Medium 212 Brush,1,0,visible,Make Up For Ever,"Medium, rounded and tapered brush. This supple â€œbananaâ€ brush, is a classic and one of Danyâ€™s favorites. It gives the precision of sophisticated make-up bordering on the artistic, while remaining very accessible. Type of fibers: wavy Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,155,250,Uncategorized,,,,,,,,,,,,0
361,simple,352,Precision Smudger Small 202 Brush,1,0,visible,Make Up For Ever,"Small, flat and slightly tapered brush. A stiff, hard and gentle, flat and round brush, ideal for the eye contour area. An essential for smoky eyes. Type of fibers: straight Recommended textures: Cream, liquid, compact powder.",,,taxable,,1,,,0,0,,,,,1,,130,216,Uncategorized,,,,,,,,,,,,0
362,simple,353,Round Shader medium 240 Brush,1,0,visible,Make Up For Ever,"Short, extra-dense, round brush A thicker, fatter, paddle brush, recommended for applying make-up to the upper eyelid. Type of fibers: straight and wavy Recommended textures: Cream and powder.",,,taxable,,1,,,0,0,,,,,1,,86,73,Uncategorized,,,,,,,,,,,,0
363,simple,354,Round Shader Small 210 Brush,1,0,visible,Make Up For Ever,"Small, short and extra dense rounded brush. Wider, shorter and more suited to professional make-up, very effective especially to create â€œbananaâ€ shading. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,110,228,Uncategorized,,,,,,,,,,,,0
364,simple,355,Rubber Applicator Brush,1,0,visible,Make Up For Ever,Eye Brush This applicator can be used to shade off or blend the kohl line to create a smoky effect.,,,taxable,,1,,,0,0,,,,,1,,98,41,Uncategorized,,,,,,,,,,,,0
365,simple,356,Shader Large 230 Brush,1,0,visible,Make Up For Ever,"Large, flat and tapered brush This brush is larger and more rounded than the 226, and the tool is used especially for easy and generous application of light shading on the upper eyelid. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,197,228,Uncategorized,,,,,,,,,,,,0
366,simple,357,Shader Medium 226 Brush,1,0,visible,Make Up For Ever,"Medium flat, tapered brush A chunky classic at the bottom and slender at the top; this brush is useful for generous shading for all women, even beginners. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,217,133,Uncategorized,,,,,,,,,,,,0
367,simple,358,Shader Small 220 Brush,1,0,visible,Make Up For Ever,"Small, flat, firm and round-shaped brush Small paddle brush and very slim, responsive brush to apply more product, a tool more for experienced users. Type of fibers: straight Recommended textures: Cream, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,95,146,Uncategorized,,,,,,,,,,,,0
368,simple,359,Silicone Applicator 224 Brush,1,0,visible,Make Up For Ever,"Flat and pointed silicone applicator A tool with new technology that is particularly useful with very challenging products, especially glitter. It collects the product and applies it better than a brush on the skin surface. Recommended textures: Iridescent and glittery loose powders, glitter.",,,taxable,,1,,,0,0,,,,,1,,237,87,Uncategorized,,,,,,,,,,,,0
369,simple,360,Smudge 14S Brush,1,0,visible,Make Up For Ever,"What it is: A natural-hair brush designed to smudge eye shadows and liners. What it does: This is the ideal brush for creating soft, smoky looks. Its extremely soft yet firm rounded tip allows for precise, even smudging.",,,taxable,,1,,,0,0,,,,,1,,209,241,Uncategorized,,,,,,,,,,,,0
370,simple,361,Smudger Medium 238 Brush,1,0,visible,Make Up For Ever,"Medium square brush A professional tool, a butch brush for those who are confident of their technique. The application may be wide but also graphic, with its clear-cut shape for make-up that â€œcan be seenâ€. Type of fibers: straight Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,186,100,Uncategorized,,,,,,,,,,,,0
371,simple,362,Smudger Small 206 Brush,1,0,visible,Make Up For Ever,"Small, short and tapered brush. Like the 202, but a little larger and rounder, use this paddle rush for generous applications on the upper eyelid. Type of fibers: straight Recommended textures: Cream, liquid, compact powder.",,,taxable,,1,,,0,0,,,,,1,,130,75,Uncategorized,,,,,,,,,,,,0
372,simple,363,Sponge Applicator 222 Brush,1,0,visible,Make Up For Ever,Oval-shaped sponge applicator A tool with a dense sponge end with a rounded shape for even application of challenging products. Compatible with 246 refills.,,,taxable,,1,,,0,0,,,,,1,,230,194,Uncategorized,,,,,,,,,,,,0
373,simple,364,Blending Blush 148 Brush,1,0,visible,Make Up For Ever,"Small flared brush. This brush is the intermediary version of the 122 Blending Powder Brush, an essential classic at MAKE UP FOR EVER. This dual-purpose brush is ideal for applying blush and highlighter, and gives a light finish with a simple, ethereal touch. Type of fibers: straight and wavy Recommended textures: Cream, loose, compact, pearly and iridescent powders.",,,taxable,,1,,,0,0,,,,,1,,85,241,Uncategorized,,,,,,,,,,,,0
374,simple,365,Blending Powder 122 Brush,1,0,visible,Make Up For Ever,"Large flared brush. This brush has two different bristle heights in two-color layers. The multi-purpose brush was nicknamed the â€œPunkâ€ brush as it was discovered in the 1980s by Jacques Waneph, Danyâ€™s husband. It became a staple item in all make-up kits. Type of fibers: straight and wavy. Recommended textures: loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,175,132,Uncategorized,,,,,,,,,,,,0
375,simple,366,Blush 160 Brush,1,0,visible,Make Up For Ever,"Long brush with tapered pointy tip. Long, slender brush for applying blusher in the right place and lifting the cheekbones. Type of fibers: straight & wavy Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,244,136,Uncategorized,,,,,,,,,,,,0
376,simple,367,Buffer Blush 154 Brush,1,0,visible,Make Up For Ever,"Extra-dense round brush with a flat tip. This tool was designed like a shaving brush; it is very firm, masculine and is used like the equivalent of a putty knife. Very high performance for a doll-like blush effect. Type of fibers: straight and wavy Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,153,234,Uncategorized,,,,,,,,,,,,0
377,simple,368,Concealer Medium 176 Brush,1,0,visible,Make Up For Ever,"Flat brush with a pointed tip. A stiff, very firm brush for professional use to apply the product and work with it in an even, uniform style. Type of fibers: straight Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,125,28,Uncategorized,,,,,,,,,,,,0
378,simple,369,Concealer Small 174 Brush,1,0,visible,Make Up For Ever,"Small, firm flat brush. Straight, responsive brush, a paddle brush classic in the concealer brush range. Type of fibers: straight Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,119,181,Uncategorized,,,,,,,,,,,,0
379,simple,370,Double-ended Sculpting 158 Brush,1,0,visible,Make Up For Ever,"Double-ended brush with a rounded side and a slanted side. A double-ended brush with supple bristles. This two in one make-up diabolo has one beveled side, perfect for sculpting. One of the best sellers in the current range. Type of fibers: straight & wavy (Round) and wavy (beveled). Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,66,231,Uncategorized,,,,,,,,,,,,0
380,simple,371,Fine Corrector 170 Brush,1,0,visible,Make Up For Ever,"Thin and pointed corrector brush. A straight, very fine brush; a professional tool with the firmness of a sharp eyeliner. It allows the artist to draw very thin lines like a fountain pen to create full and fine strokes. It corrects the tiniest dark areas and even minor wrinkles. Type of fibers: straight Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,118,219,Uncategorized,,,,,,,,,,,,0
381,simple,372,Flat Blush 146 Brush,1,0,visible,Make Up For Ever,"Medium trapeze-shaped, flat brush. This essential tool for artistic make-up has been part of the MAKE UP FOR EVER collections since the very beginning. With its trapezoid shape it is perfect for multi-purpose use and also ideal for face painting. Type of fibers: straight and wavy Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,122,223,Uncategorized,,,,,,,,,,,,0
382,simple,373,Flat Highlighter 142 Brush,1,0,visible,Make Up For Ever,"Flat and round brush with a slightly tapered tip. A longer brush for a more diffuse application. Ideal for giving the cheeks a natural healthy glow. Type of fibers: straight and wavy Recommended textures: Gel, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,210,146,Uncategorized,,,,,,,,,,,,0
383,simple,374,Flat Round Blush 156 Brush,1,0,visible,Make Up For Ever,"Flat and round brush. Supple brush, the classic blush applicator. Type of fibers: Wavy. Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,232,175,Uncategorized,,,,,,,,,,,,0
384,simple,375,Foundation Kabuki Medium 110 Brush,1,0,visible,Make Up For Ever,"Medium, tapered, dense kabuki brush. A kabuki (short with no handle), compact but slender. The tapered shape of the bristles forms a point, which gives it the flexibility required for even greater firmness and precision in application than with the traditional kabuki. Type of fibers: Straight. Recommended textures: Liquid foundation, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,102,61,Uncategorized,,,,,,,,,,,,0
385,simple,376,Foundation Kabuki Small 102 Brush,1,0,visible,Make Up For Ever,"Small, dense, tapered and round kabuki brush With its voluminous bristle sculpture, donâ€™t hold back: press down when using it. Even though the choice of brush is almost professional, the technique is not difficult and a natural result is guaranteed. Type of fibers: STRAIGHT. Recommended textures: Cream and liquid foundations.",,,taxable,,1,,,0,0,,,,,1,,244,47,Uncategorized,,,,,,,,,,,,0
386,simple,377,Foundation Large 108 Brush,1,0,visible,Make Up For Ever,"Very large, rounder brush. Its size may seem â€œimposingâ€, but it is perfect for more professional use. Type of fibers: Straight. Recommended textures: Cream and liquid foundations, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,120,125,Uncategorized,,,,,,,,,,,,0
387,simple,378,Foundation Medium 106 Brush,1,0,visible,Make Up For Ever,"Medium flat and rounded brush A larger variation on the 104 brush for ultra-fast use over the whole face. Type of fibers: Straight. Recommended textures: Cream and liquid foundations, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,163,142,Uncategorized,,,,,,,,,,,,0
388,simple,379,Foundation Small 104 Brush,1,0,visible,Make Up For Ever,"Small, tapered and flat brush A flat, classic shape, with wide bristles, but not too dense, this brush is very useful for fluid products. This is the classic â€œfoundation brushâ€ used by make-up enthusiasts. Type of fibers: Straight. Recommended textures: Cream and liquid foundations.",,,taxable,,1,,,0,0,,,,,1,,179,157,Uncategorized,,,,,,,,,,,,0
389,simple,380,HD 20N Brush,1,0,visible,Make Up For Ever,"What it is: A finishing brush. What it does: Make Up For Ever HD Brush 20N is a finishing brush specifically designed to apply liquid foundation. Its nylon bristles will not leave marks or residue and it allows you to apply concealer and HD foundation in small, hard-to-reach areas of the face.",,,taxable,,1,,,0,0,,,,,1,,52,241,Uncategorized,,,,,,,,,,,,0
390,simple,381,HD 25N Brush,1,0,visible,Make Up For Ever,"What it is: A nylon-bristle brush for applying liquid foundation. What it does: HD Brush #25Nâ€™s medium-size, smooth bristles distribute the perfect amount of product to leave the skin looking completely flawless. Its unique size and shape are ideal for quickly and precisely covering large areas. What else you need to know: HD Brush #25N is the perfect tool for applying HD Invisible Cover Foundation.",,,taxable,,1,,,0,0,,,,,1,,184,27,Uncategorized,,,,,,,,,,,,0
391,simple,382,HD 30N Brush,1,0,visible,Make Up For Ever,What it is: A medium-size brush that is ideal for applying foundation. What it does: Make Up For Ever HD Brush 30N is a complexion brush specifically designed to apply liquid foundation. Its nylon bristles will not leave marks or residue but will leave your complexion with a flawless finish.,,,taxable,,1,,,0,0,,,,,1,,136,124,Uncategorized,,,,,,,,,,,,0
392,simple,383,HD Blush #55N Brush,1,0,visible,Make Up For Ever,"What it is: A goat and nylon bristle brush used for light, uniform application. What it does: The size of this brush is ideal for a blended effect. Its tapered bristle tips deposit just the right amount of product and it's the perfect brush for applying HD Microfinish Blush.",,,taxable,,1,,,0,0,,,,,1,,204,213,Uncategorized,,,,,,,,,,,,0
393,simple,384,HD Kabuki Brush,1,0,visible,Make Up For Ever,"What it is: HD Kabuki Brush is a soft-to-the-touch yet sufficiently firm nylon brush designed to easily sweep powder on the face. What it does: This Sephora-exclusive brush was designed especially for HD Microfinish Powder, or other loose powder application. It can also be used to remove excess powder after initial application. What else you need to know: This conveniently small brush fits into its black, zipped pouch for easy transportation.",,,taxable,,1,,,0,0,,,,,1,,81,248,Uncategorized,,,,,,,,,,,,0
394,simple,385,HD Microfinish Puff Brush,1,0,visible,Make Up For Ever,"What it is: A powder puff. What it does: Make Up For Ever HD Microfinish Puff is a fine, soft, and handy black powder puff particularly suited for the application of HD Microfinish Powder and other loose powders. Its small size and thinness makes it easier to powder the hard-to-reach zones of the face, and the black color allows you to see how much powder to pick up.",,,taxable,,1,,,0,0,,,,,1,,170,34,Uncategorized,,,,,,,,,,,,0
395,simple,386,Highlighter Medium 152 Brush,1,0,visible,Make Up For Ever,"Medium rounded and dense brush. This supple, rounded brush is a delicate basic tool to apply highlighting powders and creams more generously. Type of fibers: wavy Recommended textures: Cream, gel, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,130,208,Uncategorized,,,,,,,,,,,,0
396,simple,387,Highlighter Small 140 Brush,1,0,visible,Make Up For Ever,"Small and rounded brush. A supple, â€œblending effectâ€ brush for firmness and precision. This new brush for the complexion is perfect for applying a few highlighting touches, whatever the texture. Type of fibers: wavy Recommended textures: Gel, liquid, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,126,78,Uncategorized,,,,,,,,,,,,0
397,simple,388,Powder Fan Large 134 Brush,1,0,visible,Make Up For Ever,Large rounded fan-shaped brush. A fan-shaped brush with supple bristles inspired by the Middle East. It is most often used to enhance the neckline and illuminate the face by sculpting light and shadows. Type of fibers: wavy Recommended textures: Loose and compact powders.,,,taxable,,1,,,0,0,,,,,1,,172,195,Uncategorized,,,,,,,,,,,,0
398,simple,389,Powder Flat Kabuki 132 Brush,1,0,visible,Make Up For Ever,"Flat and rounded kabuki brush. A flat, very supple kabuki that has featured in MAKE UP FOR EVER since the beginning as the ideal brush to sculpt the face using loose powder. Type of fibers: wavy Recommended textures: Loose powder.",,,taxable,,1,,,0,0,,,,,1,,157,119,Uncategorized,,,,,,,,,,,,0
399,simple,390,Powder Kabuki 124 Brush,1,0,visible,Make Up For Ever,"Dome-shaped, dense kabuki brush. A small compact brush with a Japanese name. The kabuki was inspired by the tools used in traditional Japanese theater make-up. A new basic for finishing powder. Type of fibers: straight and wavy. Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,211,61,Uncategorized,,,,,,,,,,,,0
400,simple,391,Powder Large 130 Brush,1,0,visible,Make Up For Ever,"Large dome-shaped brush. A classic soft-bristle brush with a large round shape. This very soft brush is light on application and used in big, ample strokes to apply a cloud of discreet powder. Type of fibers: wavy Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,60,47,Uncategorized,,,,,,,,,,,,0
401,simple,392,Powder Medium 126 Brush,1,0,visible,Make Up For Ever,"Medium, dome-shaped dense brush. A particularly soft brush that gives an almost sensual feel when it is used. Its generous application is perfectly even. Type of fibers: straight and wavy. Recommended textures: Loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,229,160,Uncategorized,,,,,,,,,,,,0
402,simple,393,Precision Blush 150 Brush,1,0,visible,Make Up For Ever,"Slanted brush. A very firm, very precise, supple brush that is beveled to sculpt the face with precision. This professional-use tool is in fact very handy for everyone. Type of fibers: wavy Recommended textures: Loose and compact powder.",,,taxable,,1,,,0,0,,,,,1,,245,197,Uncategorized,,,,,,,,,,,,0
403,simple,394,Precision Corrector 172 Brush,1,0,visible,Make Up For Ever,"Angled, firm and flat brush. This straight, flat, beveled brush gives a very clean stroke and is taken from the liner universe to provide more precision on application. A future classic for correcting and applying concealers. Type of fibers: straight Recommended textures: Cream and liquid.",,,taxable,,1,,,0,0,,,,,1,,158,139,Uncategorized,,,,,,,,,,,,0
404,simple,395,Precision Foundation Medium 112 Brush,1,0,visible,Make Up For Ever,"Medium tapered brush. A brush with combination fibers, and a larger head for generous application. Type of fibers: Straight and wavy Recommended textures: Cream and liquid foundations, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,70,124,Uncategorized,,,,,,,,,,,,0
405,simple,396,Precision Foundation Small 100 Brush,1,0,visible,Make Up For Ever,"Small, pointed, dense and precise brush Achieve the skill of a painter with this brush. For best results, we recommend turning the brush for high performance application round the nasogenian furrow and the eyelids. Type of fibers: Straight Recommended textures: Cream and liquid foundation.",,,taxable,,1,,,0,0,,,,,1,,236,198,Uncategorized,,,,,,,,,,,,0
406,simple,397,Precision Highlighter 144 Brush,1,0,visible,Make Up For Ever,"Medium flat brush with a pointy tapered tip. A supple brush that is both flat and pointed for multi-purpose highlighting and sculpting. Type of fibers: wavy Recommended textures: Gel, loose and compact powders.",,,taxable,,1,,,0,0,,,,,1,,73,79,Uncategorized,,,,,,,,,,,,0
407,simple,398,Lip #3N Brush,1,0,visible,Make Up For Ever,"What it is: A flat-tip, nylon-bristled brush designed for precise lip color application. What it does: The unique, flat edge of Lip Brush #3N allows for accurate and defined application, and the brush thickness makes it quick and easy. What else you need to know: Ideal brush to apply Rouge Artist Intense.",,,taxable,,1,,,0,0,,,,,1,,170,26,Uncategorized,,,,,,,,,,,,0
408,simple,399,Lip 300 Brush,1,0,visible,Make Up For Ever,"Square-shaped and flat brush This brush is used to define the lip contour, it gives precise definition of a shape or modifies it. Type of fibers: straight. Recommended textures: Lipstick and gloss.",,,taxable,,1,,,0,0,,,,,1,,138,79,Uncategorized,,,,,,,,,,,,0
409,simple,400,Lip with Cap 304 Brush,1,0,visible,Make Up For Ever,"Rounded, dense brush with cap A retractable lip brush that is ultra practical and clean, to slip into your make-up kit for daily touchups. The brush also can be used for concealer touch-ups because Dany loves ingenious multipurpose tools. Type of fibers: straight. Recommended textures: Lipstick and gloss.",,,taxable,,1,,,0,0,,,,,1,,137,149,Uncategorized,,,,,,,,,,,,0
410,simple,401,Precision Lip 302 Brush,1,0,visible,Make Up For Ever,"Extra-firm, round-shaped brush A long and firm paddle brush for very precise application on the lips and for easy definition of the contour. Can also be used for concealer. Type of fibers: straight. Recommended textures: Lipstick and gloss.",,,taxable,,1,,,0,0,,,,,1,,186,25,Uncategorized,,,,,,,,,,,,0
411,simple,402,Aqua Creamliner,1,0,visible,Make Up For Ever,"The 2 in 1 Aqua Creamliner is a cream-gel eyeliner specifically designed for extra long-lasting, waterproof eye make-up. It can be used in two ways. Used as an eyeliner: easy to apply, tts unique and unusual smooth texture makes for a clear and precise line. Used as eye shadow: once applied as an eyeliner, it can be easily smudged for a smoky effect.",,,taxable,,1,,,0,0,,,,,1,,178,116,Uncategorized,,,,,,,,,,,,0
412,simple,403,Aqua Liner,1,0,visible,Make Up For Ever,"Aqua Liner is a high precision waterproof liquid eyeliner. Rich in pigments and polymers, its formula guarantees intense color and an outstanding waterproof result. Its ergonomic applicator lets you easily apply an ultra precise line to create an eyeliner makeup look. Aqua liner is available in a wide range of vibrant shades with matte, iridescent and diamond finishes. Easily remove with waterproof makeup remover.",,,taxable,,1,,,0,0,,,,,1,,238,37,Uncategorized,,,,,,,,,,,,0
